,0,1,2
2908,"[19.54353502594405, -99.15314941659909]","[19.3065061616201, -99.39325293491389]",3997
2909,"[19.54353502594405, -99.15314941659909]","[19.262283454737926, -99.0840595002207]",4871
2910,"[19.54353502594405, -99.15314941659909]","[19.267786613473948, -99.28242028807253]",4902
2911,"[19.54353502594405, -99.15314941659909]","[19.328031981687346, -99.21520730064226]",2946
2912,"[19.54353502594405, -99.15314941659909]","[19.306508838764096, -99.14526157993895]",3831
2913,"[19.54353502594405, -99.15314941659909]","[19.33869584784552, -98.99391380497931]",4231
2914,"[19.54353502594405, -99.15314941659909]","[19.495324153398418, -99.20701076318234]",1792
2915,"[19.54353502594405, -99.15314941659909]","[19.483650773936038, -99.35386434085099]",3192
2916,"[19.54353502594405, -99.15314941659909]","[19.485792124760632, -98.98047408784863]",3333
2917,"[19.54353502594405, -99.15314941659909]","[19.474512134238832, -99.38042490106275]",3900
2918,"[19.54353502594405, -99.15314941659909]","[19.226021457671923, -99.06484388336412]",5755
2919,"[19.443585462844418, -99.19964300755342]","[19.400198487232096, -99.253841107874]",3053
2920,"[19.443585462844418, -99.19964300755342]","[19.210003017001746, -99.37239974791837]",4812
2921,"[19.443585462844418, -99.19964300755342]","[19.371642414581164, -99.2880756962674]",2063
2922,"[19.443585462844418, -99.19964300755342]","[19.513652688390795, -99.42268188847717]",3117
2923,"[19.443585462844418, -99.19964300755342]","[19.394717011022145, -99.06394165309631]",2295
2924,"[19.443585462844418, -99.19964300755342]","[19.533143078706075, -99.24848762553006]",1847
2925,"[19.443585462844418, -99.19964300755342]","[19.32225543254924, -99.16119649805853]",2343
2926,"[19.443585462844418, -99.19964300755342]","[19.283233143613977, -99.38244708305169]",2631
2927,"[19.443585462844418, -99.19964300755342]","[19.21726790349794, -99.32291114051043]",4421
2928,"[19.443585462844418, -99.19964300755342]","[19.576890751979587, -99.05542416734598]",2428
2929,"[19.443585462844418, -99.19964300755342]","[19.52439810239925, -99.27650785811961]",1300
2930,"[19.443585462844418, -99.19964300755342]","[19.224898463487445, -99.24117238947034]",3587
2931,"[19.443585462844418, -99.19964300755342]","[19.34732888152316, -99.26713604804236]",1998
2932,"[19.443585462844418, -99.19964300755342]","[19.28635405427697, -99.01378764315798]",3657
2933,"[19.443585462844418, -99.19964300755342]","[19.53511504704348, -98.97984672757082]",3625
2934,"[19.443585462844418, -99.19964300755342]","[19.250817894650115, -99.25583556469013]",3177
2935,"[19.443585462844418, -99.19964300755342]","[19.43308341504041, -99.33368387654899]",1718
2936,"[19.443585462844418, -99.19964300755342]","[19.38101255009176, -99.19348543899147]",1297
2937,"[19.443585462844418, -99.19964300755342]","[19.40159581833263, -99.13649229548915]",1804
2938,"[19.443585462844418, -99.19964300755342]","[19.299795680691915, -99.19771371374877]",1687
2939,"[19.443585462844418, -99.19964300755342]","[19.373737396301504, -99.21457092202904]",1623
2940,"[19.443585462844418, -99.19964300755342]","[19.33954768146602, -99.37505054799445]",3764
2941,"[19.443585462844418, -99.19964300755342]","[19.468374993447767, -99.33004489823131]",2583
2942,"[19.443585462844418, -99.19964300755342]","[19.373907586588626, -98.9863277974932]",3274
2943,"[19.443585462844418, -99.19964300755342]","[19.31523404548342, -98.92532990607914]",4041
2944,"[19.443585462844418, -99.19964300755342]","[19.212677047683112, -99.302143970052]",4394
2945,"[19.443585462844418, -99.19964300755342]","[19.218224670083124, -98.9957387869367]",5271
2946,"[19.443585462844418, -99.19964300755342]","[19.57736498006908, -99.07914036065755]",3089
2947,"[19.443585462844418, -99.19964300755342]","[19.573237731013197, -99.13951920436632]",3427
2948,"[19.443585462844418, -99.19964300755342]","[19.541044713648574, -99.21832894438758]",1338
2949,"[19.443585462844418, -99.19964300755342]","[19.328139833987972, -99.26328027892764]",2854
2950,"[19.443585462844418, -99.19964300755342]","[19.260036669744057, -99.39534166191987]",3826
2951,"[19.443585462844418, -99.19964300755342]","[19.576540463402644, -99.28658210802875]",2749
2952,"[19.443585462844418, -99.19964300755342]","[19.238716305928236, -98.8937882130366]",4223
2953,"[19.443585462844418, -99.19964300755342]","[19.465912208007513, -99.39932426541715]",3328
2954,"[19.443585462844418, -99.19964300755342]","[19.431952396894207, -99.11159226862561]",1591
2955,"[19.443585462844418, -99.19964300755342]","[19.293661871392363, -99.29865490593097]",2681
2956,"[19.443585462844418, -99.19964300755342]","[19.3065061616201, -99.39325293491389]",2530
2957,"[19.443585462844418, -99.19964300755342]","[19.262283454737926, -99.0840595002207]",3341
2958,"[19.443585462844418, -99.19964300755342]","[19.267786613473948, -99.28242028807253]",3373
2959,"[19.443585462844418, -99.19964300755342]","[19.328031981687346, -99.21520730064226]",1503
2960,"[19.443585462844418, -99.19964300755342]","[19.306508838764096, -99.14526157993895]",2249
2961,"[19.443585462844418, -99.19964300755342]","[19.33869584784552, -98.99391380497931]",3331
2962,"[19.443585462844418, -99.19964300755342]","[19.495324153398418, -99.20701076318234]",1346
2963,"[19.443585462844418, -99.19964300755342]","[19.483650773936038, -99.35386434085099]",2327
2964,"[19.443585462844418, -99.19964300755342]","[19.485792124760632, -98.98047408784863]",2940
2965,"[19.443585462844418, -99.19964300755342]","[19.474512134238832, -99.38042490106275]",3034
2966,"[19.443585462844418, -99.19964300755342]","[19.226021457671923, -99.06484388336412]",4225
2967,"[19.400198487232096, -99.253841107874]","[19.210003017001746, -99.37239974791837]",4812
2968,"[19.400198487232096, -99.253841107874]","[19.371642414581164, -99.2880756962674]",2063
2969,"[19.400198487232096, -99.253841107874]","[19.513652688390795, -99.42268188847717]",3117
2970,"[19.400198487232096, -99.253841107874]","[19.394717011022145, -99.06394165309631]",2654
2971,"[19.400198487232096, -99.253841107874]","[19.533143078706075, -99.24848762553006]",2420
2972,"[19.400198487232096, -99.253841107874]","[19.32225543254924, -99.16119649805853]",2364
2973,"[19.400198487232096, -99.253841107874]","[19.283233143613977, -99.38244708305169]",1836
2974,"[19.400198487232096, -99.253841107874]","[19.21726790349794, -99.32291114051043]",4442
2975,"[19.400198487232096, -99.253841107874]","[19.576890751979587, -99.05542416734598]",3624
2976,"[19.400198487232096, -99.253841107874]","[19.52439810239925, -99.27650785811961]",1780
2977,"[19.400198487232096, -99.253841107874]","[19.224898463487445, -99.24117238947034]",3608
2978,"[19.400198487232096, -99.253841107874]","[19.34732888152316, -99.26713604804236]",1247
2979,"[19.400198487232096, -99.253841107874]","[19.28635405427697, -99.01378764315798]",3678
2980,"[19.400198487232096, -99.253841107874]","[19.53511504704348, -98.97984672757082]",4717
2981,"[19.400198487232096, -99.253841107874]","[19.250817894650115, -99.25583556469013]",3198
2982,"[19.400198487232096, -99.253841107874]","[19.43308341504041, -99.33368387654899]",1551
2983,"[19.400198487232096, -99.253841107874]","[19.38101255009176, -99.19348543899147]",1656
2984,"[19.400198487232096, -99.253841107874]","[19.40159581833263, -99.13649229548915]",2163
2985,"[19.400198487232096, -99.253841107874]","[19.299795680691915, -99.19771371374877]",1708
2986,"[19.400198487232096, -99.253841107874]","[19.373737396301504, -99.21457092202904]",1848
2987,"[19.400198487232096, -99.253841107874]","[19.33954768146602, -99.37505054799445]",2969
2988,"[19.400198487232096, -99.253841107874]","[19.468374993447767, -99.33004489823131]",2493
2989,"[19.400198487232096, -99.253841107874]","[19.373907586588626, -98.9863277974932]",3632
2990,"[19.400198487232096, -99.253841107874]","[19.31523404548342, -98.92532990607914]",4400
2991,"[19.400198487232096, -99.253841107874]","[19.212677047683112, -99.302143970052]",4415
2992,"[19.400198487232096, -99.253841107874]","[19.218224670083124, -98.9957387869367]",5292
2993,"[19.400198487232096, -99.253841107874]","[19.57736498006908, -99.07914036065755]",4286
2994,"[19.400198487232096, -99.253841107874]","[19.573237731013197, -99.13951920436632]",4180
2995,"[19.400198487232096, -99.253841107874]","[19.541044713648574, -99.21832894438758]",2091
2996,"[19.400198487232096, -99.253841107874]","[19.328139833987972, -99.26328027892764]",2026
2997,"[19.400198487232096, -99.253841107874]","[19.260036669744057, -99.39534166191987]",3031
2998,"[19.400198487232096, -99.253841107874]","[19.576540463402644, -99.28658210802875]",3074
2999,"[19.400198487232096, -99.253841107874]","[19.238716305928236, -98.8937882130366]",4582
3000,"[19.400198487232096, -99.253841107874]","[19.465912208007513, -99.39932426541715]",3161
3001,"[19.400198487232096, -99.253841107874]","[19.431952396894207, -99.11159226862561]",2695
3002,"[19.400198487232096, -99.253841107874]","[19.293661871392363, -99.29865490593097]",1886
3003,"[19.400198487232096, -99.253841107874]","[19.3065061616201, -99.39325293491389]",1735
3004,"[19.400198487232096, -99.253841107874]","[19.262283454737926, -99.0840595002207]",3362
3005,"[19.400198487232096, -99.253841107874]","[19.267786613473948, -99.28242028807253]",3124
3006,"[19.400198487232096, -99.253841107874]","[19.328031981687346, -99.21520730064226]",1591
3007,"[19.400198487232096, -99.253841107874]","[19.306508838764096, -99.14526157993895]",2300
3008,"[19.400198487232096, -99.253841107874]","[19.33869584784552, -98.99391380497931]",3690
3009,"[19.400198487232096, -99.253841107874]","[19.495324153398418, -99.20701076318234]",2172
3010,"[19.400198487232096, -99.253841107874]","[19.483650773936038, -99.35386434085099]",2237
3011,"[19.400198487232096, -99.253841107874]","[19.485792124760632, -98.98047408784863]",4033
3012,"[19.400198487232096, -99.253841107874]","[19.474512134238832, -99.38042490106275]",2944
3013,"[19.400198487232096, -99.253841107874]","[19.226021457671923, -99.06484388336412]",4246
3014,"[19.210003017001746, -99.37239974791837]","[19.371642414581164, -99.2880756962674]",1066
3015,"[19.210003017001746, -99.37239974791837]","[19.513652688390795, -99.42268188847717]",5558
3016,"[19.210003017001746, -99.37239974791837]","[19.394717011022145, -99.06394165309631]",5609
3017,"[19.210003017001746, -99.37239974791837]","[19.533143078706075, -99.24848762553006]",4951
3018,"[19.210003017001746, -99.37239974791837]","[19.32225543254924, -99.16119649805853]",4925
3019,"[19.210003017001746, -99.37239974791837]","[19.283233143613977, -99.38244708305169]",2324
3020,"[19.210003017001746, -99.37239974791837]","[19.21726790349794, -99.32291114051043]",3596
3021,"[19.210003017001746, -99.37239974791837]","[19.576890751979587, -99.05542416734598]",6609
3022,"[19.210003017001746, -99.37239974791837]","[19.52439810239925, -99.27650785811961]",4310
3023,"[19.210003017001746, -99.37239974791837]","[19.224898463487445, -99.24117238947034]",4481
3024,"[19.210003017001746, -99.37239974791837]","[19.34732888152316, -99.26713604804236]",3809
3025,"[19.210003017001746, -99.37239974791837]","[19.28635405427697, -99.01378764315798]",6239
3026,"[19.210003017001746, -99.37239974791837]","[19.53511504704348, -98.97984672757082]",7672
3027,"[19.210003017001746, -99.37239974791837]","[19.250817894650115, -99.25583556469013]",5279
3028,"[19.210003017001746, -99.37239974791837]","[19.43308341504041, -99.33368387654899]",4081
3029,"[19.210003017001746, -99.37239974791837]","[19.38101255009176, -99.19348543899147]",4611
3030,"[19.210003017001746, -99.37239974791837]","[19.40159581833263, -99.13649229548915]",5118
3031,"[19.210003017001746, -99.37239974791837]","[19.299795680691915, -99.19771371374877]",4270
3032,"[19.210003017001746, -99.37239974791837]","[19.373737396301504, -99.21457092202904]",4876
3033,"[19.210003017001746, -99.37239974791837]","[19.33954768146602, -99.37505054799445]",4115
3034,"[19.210003017001746, -99.37239974791837]","[19.468374993447767, -99.33004489823131]",5023
3035,"[19.210003017001746, -99.37239974791837]","[19.373907586588626, -98.9863277974932]",6587
3036,"[19.210003017001746, -99.37239974791837]","[19.31523404548342, -98.92532990607914]",7355
3037,"[19.210003017001746, -99.37239974791837]","[19.212677047683112, -99.302143970052]",3631
3038,"[19.210003017001746, -99.37239974791837]","[19.218224670083124, -98.9957387869367]",7854
3039,"[19.210003017001746, -99.37239974791837]","[19.57736498006908, -99.07914036065755]",7271
3040,"[19.210003017001746, -99.37239974791837]","[19.573237731013197, -99.13951920436632]",6984
3041,"[19.210003017001746, -99.37239974791837]","[19.541044713648574, -99.21832894438758]",5054
3042,"[19.210003017001746, -99.37239974791837]","[19.328139833987972, -99.26328027892764]",4587
3043,"[19.210003017001746, -99.37239974791837]","[19.260036669744057, -99.39534166191987]",3097
3044,"[19.210003017001746, -99.37239974791837]","[19.576540463402644, -99.28658210802875]",5604
3045,"[19.210003017001746, -99.37239974791837]","[19.238716305928236, -98.8937882130366]",7537
3046,"[19.210003017001746, -99.37239974791837]","[19.465912208007513, -99.39932426541715]",5691
3047,"[19.210003017001746, -99.37239974791837]","[19.431952396894207, -99.11159226862561]",5650
3048,"[19.210003017001746, -99.37239974791837]","[19.293661871392363, -99.29865490593097]",3858
3049,"[19.210003017001746, -99.37239974791837]","[19.3065061616201, -99.39325293491389]",2868
3050,"[19.210003017001746, -99.37239974791837]","[19.262283454737926, -99.0840595002207]",5924
3051,"[19.210003017001746, -99.37239974791837]","[19.267786613473948, -99.28242028807253]",5685
3052,"[19.210003017001746, -99.37239974791837]","[19.328031981687346, -99.21520730064226]",4152
3053,"[19.210003017001746, -99.37239974791837]","[19.306508838764096, -99.14526157993895]",4862
3054,"[19.210003017001746, -99.37239974791837]","[19.33869584784552, -98.99391380497931]",6645
3055,"[19.210003017001746, -99.37239974791837]","[19.495324153398418, -99.20701076318234]",5071
3056,"[19.210003017001746, -99.37239974791837]","[19.483650773936038, -99.35386434085099]",4767
3057,"[19.210003017001746, -99.37239974791837]","[19.485792124760632, -98.98047408784863]",6988
3058,"[19.210003017001746, -99.37239974791837]","[19.474512134238832, -99.38042490106275]",5475
3059,"[19.210003017001746, -99.37239974791837]","[19.226021457671923, -99.06484388336412]",6808
3060,"[19.371642414581164, -99.2880756962674]","[19.513652688390795, -99.42268188847717]",2931
3061,"[19.371642414581164, -99.2880756962674]","[19.394717011022145, -99.06394165309631]",3014
3062,"[19.371642414581164, -99.2880756962674]","[19.533143078706075, -99.24848762553006]",2324
3063,"[19.371642414581164, -99.2880756962674]","[19.32225543254924, -99.16119649805853]",2354
3064,"[19.371642414581164, -99.2880756962674]","[19.283233143613977, -99.38244708305169]",1666
3065,"[19.371642414581164, -99.2880756962674]","[19.21726790349794, -99.32291114051043]",4433
3066,"[19.371642414581164, -99.2880756962674]","[19.576890751979587, -99.05542416734598]",4014
3067,"[19.371642414581164, -99.2880756962674]","[19.52439810239925, -99.27650785811961]",1683
3068,"[19.371642414581164, -99.2880756962674]","[19.224898463487445, -99.24117238947034]",3599
3069,"[19.371642414581164, -99.2880756962674]","[19.34732888152316, -99.26713604804236]",1238
3070,"[19.371642414581164, -99.2880756962674]","[19.28635405427697, -99.01378764315798]",3668
3071,"[19.371642414581164, -99.2880756962674]","[19.53511504704348, -98.97984672757082]",5077
3072,"[19.371642414581164, -99.2880756962674]","[19.250817894650115, -99.25583556469013]",3188
3073,"[19.371642414581164, -99.2880756962674]","[19.43308341504041, -99.33368387654899]",1455
3074,"[19.371642414581164, -99.2880756962674]","[19.38101255009176, -99.19348543899147]",2016
3075,"[19.371642414581164, -99.2880756962674]","[19.40159581833263, -99.13649229548915]",2523
3076,"[19.371642414581164, -99.2880756962674]","[19.299795680691915, -99.19771371374877]",1698
3077,"[19.371642414581164, -99.2880756962674]","[19.373737396301504, -99.21457092202904]",2238
3078,"[19.371642414581164, -99.2880756962674]","[19.33954768146602, -99.37505054799445]",2800
3079,"[19.371642414581164, -99.2880756962674]","[19.468374993447767, -99.33004489823131]",2397
3080,"[19.371642414581164, -99.2880756962674]","[19.373907586588626, -98.9863277974932]",3992
3081,"[19.371642414581164, -99.2880756962674]","[19.31523404548342, -98.92532990607914]",4760
3082,"[19.371642414581164, -99.2880756962674]","[19.212677047683112, -99.302143970052]",4405
3083,"[19.371642414581164, -99.2880756962674]","[19.218224670083124, -98.9957387869367]",5283
3084,"[19.371642414581164, -99.2880756962674]","[19.57736498006908, -99.07914036065755]",4676
3085,"[19.371642414581164, -99.2880756962674]","[19.573237731013197, -99.13951920436632]",4358
3086,"[19.371642414581164, -99.2880756962674]","[19.541044713648574, -99.21832894438758]",2428
3087,"[19.371642414581164, -99.2880756962674]","[19.328139833987972, -99.26328027892764]",2016
3088,"[19.371642414581164, -99.2880756962674]","[19.260036669744057, -99.39534166191987]",2861
3089,"[19.371642414581164, -99.2880756962674]","[19.576540463402644, -99.28658210802875]",2978
3090,"[19.371642414581164, -99.2880756962674]","[19.238716305928236, -98.8937882130366]",4941
3091,"[19.371642414581164, -99.2880756962674]","[19.465912208007513, -99.39932426541715]",3064
3092,"[19.371642414581164, -99.2880756962674]","[19.431952396894207, -99.11159226862561]",3054
3093,"[19.371642414581164, -99.2880756962674]","[19.293661871392363, -99.29865490593097]",1819
3094,"[19.371642414581164, -99.2880756962674]","[19.3065061616201, -99.39325293491389]",1565
3095,"[19.371642414581164, -99.2880756962674]","[19.262283454737926, -99.0840595002207]",3353
3096,"[19.371642414581164, -99.2880756962674]","[19.267786613473948, -99.28242028807253]",3114
3097,"[19.371642414581164, -99.2880756962674]","[19.328031981687346, -99.21520730064226]",1581
3098,"[19.371642414581164, -99.2880756962674]","[19.306508838764096, -99.14526157993895]",2291
3099,"[19.371642414581164, -99.2880756962674]","[19.33869584784552, -98.99391380497931]",4050
3100,"[19.371642414581164, -99.2880756962674]","[19.495324153398418, -99.20701076318234]",2444
3101,"[19.371642414581164, -99.2880756962674]","[19.483650773936038, -99.35386434085099]",2141
3102,"[19.371642414581164, -99.2880756962674]","[19.485792124760632, -98.98047408784863]",4393
3103,"[19.371642414581164, -99.2880756962674]","[19.474512134238832, -99.38042490106275]",2848
3104,"[19.371642414581164, -99.2880756962674]","[19.226021457671923, -99.06484388336412]",4237
3105,"[19.513652688390795, -99.42268188847717]","[19.394717011022145, -99.06394165309631]",4328
3106,"[19.513652688390795, -99.42268188847717]","[19.533143078706075, -99.24848762553006]",2623
3107,"[19.513652688390795, -99.42268188847717]","[19.32225543254924, -99.16119649805853]",4410
3108,"[19.513652688390795, -99.42268188847717]","[19.283233143613977, -99.38244708305169]",3274
3109,"[19.513652688390795, -99.42268188847717]","[19.21726790349794, -99.32291114051043]",6489
3110,"[19.513652688390795, -99.42268188847717]","[19.576890751979587, -99.05542416734598]",4503
3111,"[19.513652688390795, -99.42268188847717]","[19.52439810239925, -99.27650785811961]",1983
3112,"[19.513652688390795, -99.42268188847717]","[19.224898463487445, -99.24117238947034]",5655
3113,"[19.513652688390795, -99.42268188847717]","[19.34732888152316, -99.26713604804236]",3294
3114,"[19.513652688390795, -99.42268188847717]","[19.28635405427697, -99.01378764315798]",5724
3115,"[19.513652688390795, -99.42268188847717]","[19.53511504704348, -98.97984672757082]",5999
3116,"[19.513652688390795, -99.42268188847717]","[19.250817894650115, -99.25583556469013]",5244
3117,"[19.513652688390795, -99.42268188847717]","[19.43308341504041, -99.33368387654899]",2204
3118,"[19.513652688390795, -99.42268188847717]","[19.38101255009176, -99.19348543899147]",3330
3119,"[19.513652688390795, -99.42268188847717]","[19.40159581833263, -99.13649229548915]",3836
3120,"[19.513652688390795, -99.42268188847717]","[19.299795680691915, -99.19771371374877]",3754
3121,"[19.513652688390795, -99.42268188847717]","[19.373737396301504, -99.21457092202904]",3689
3122,"[19.513652688390795, -99.42268188847717]","[19.33954768146602, -99.37505054799445]",4130
3123,"[19.513652688390795, -99.42268188847717]","[19.468374993447767, -99.33004489823131]",2392
3124,"[19.513652688390795, -99.42268188847717]","[19.373907586588626, -98.9863277974932]",5306
3125,"[19.513652688390795, -99.42268188847717]","[19.31523404548342, -98.92532990607914]",6074
3126,"[19.513652688390795, -99.42268188847717]","[19.212677047683112, -99.302143970052]",6461
3127,"[19.513652688390795, -99.42268188847717]","[19.218224670083124, -98.9957387869367]",7339
3128,"[19.513652688390795, -99.42268188847717]","[19.57736498006908, -99.07914036065755]",5164
3129,"[19.513652688390795, -99.42268188847717]","[19.573237731013197, -99.13951920436632]",4657
3130,"[19.513652688390795, -99.42268188847717]","[19.541044713648574, -99.21832894438758]",2921
3131,"[19.513652688390795, -99.42268188847717]","[19.328139833987972, -99.26328027892764]",4072
3132,"[19.513652688390795, -99.42268188847717]","[19.260036669744057, -99.39534166191987]",4469
3133,"[19.513652688390795, -99.42268188847717]","[19.576540463402644, -99.28658210802875]",3277
3134,"[19.513652688390795, -99.42268188847717]","[19.238716305928236, -98.8937882130366]",6255
3135,"[19.513652688390795, -99.42268188847717]","[19.465912208007513, -99.39932426541715]",3814
3136,"[19.513652688390795, -99.42268188847717]","[19.431952396894207, -99.11159226862561]",4143
3137,"[19.513652688390795, -99.42268188847717]","[19.293661871392363, -99.29865490593097]",3397
3138,"[19.513652688390795, -99.42268188847717]","[19.3065061616201, -99.39325293491389]",3173
3139,"[19.513652688390795, -99.42268188847717]","[19.262283454737926, -99.0840595002207]",5409
3140,"[19.513652688390795, -99.42268188847717]","[19.267786613473948, -99.28242028807253]",5170
3141,"[19.513652688390795, -99.42268188847717]","[19.328031981687346, -99.21520730064226]",3637
3142,"[19.513652688390795, -99.42268188847717]","[19.306508838764096, -99.14526157993895]",4347
3143,"[19.513652688390795, -99.42268188847717]","[19.33869584784552, -98.99391380497931]",5364
3144,"[19.513652688390795, -99.42268188847717]","[19.495324153398418, -99.20701076318234]",2998
3145,"[19.513652688390795, -99.42268188847717]","[19.483650773936038, -99.35386434085099]",1395
3146,"[19.513652688390795, -99.42268188847717]","[19.485792124760632, -98.98047408784863]",5314
3147,"[19.513652688390795, -99.42268188847717]","[19.474512134238832, -99.38042490106275]",1539
3148,"[19.513652688390795, -99.42268188847717]","[19.226021457671923, -99.06484388336412]",6293
3149,"[19.394717011022145, -99.06394165309631]","[19.533143078706075, -99.24848762553006]",2623
3150,"[19.394717011022145, -99.06394165309631]","[19.32225543254924, -99.16119649805853]",2332
3151,"[19.394717011022145, -99.06394165309631]","[19.283233143613977, -99.38244708305169]",3848
3152,"[19.394717011022145, -99.06394165309631]","[19.21726790349794, -99.32291114051043]",5199
3153,"[19.394717011022145, -99.06394165309631]","[19.576890751979587, -99.05542416734598]",3336
3154,"[19.394717011022145, -99.06394165309631]","[19.52439810239925, -99.27650785811961]",3347
3155,"[19.394717011022145, -99.06394165309631]","[19.224898463487445, -99.24117238947034]",4365
3156,"[19.394717011022145, -99.06394165309631]","[19.34732888152316, -99.26713604804236]",3173
3157,"[19.394717011022145, -99.06394165309631]","[19.28635405427697, -99.01378764315798]",2177
3158,"[19.394717011022145, -99.06394165309631]","[19.53511504704348, -98.97984672757082]",3314
3159,"[19.394717011022145, -99.06394165309631]","[19.250817894650115, -99.25583556469013]",3954
3160,"[19.394717011022145, -99.06394165309631]","[19.43308341504041, -99.33368387654899]",3652
3161,"[19.394717011022145, -99.06394165309631]","[19.38101255009176, -99.19348543899147]",1893
3162,"[19.394717011022145, -99.06394165309631]","[19.40159581833263, -99.13649229548915]",1516
3163,"[19.394717011022145, -99.06394165309631]","[19.299795680691915, -99.19771371374877]",2516
3164,"[19.394717011022145, -99.06394165309631]","[19.373737396301504, -99.21457092202904]",2461
3165,"[19.394717011022145, -99.06394165309631]","[19.33954768146602, -99.37505054799445]",4982
3166,"[19.394717011022145, -99.06394165309631]","[19.468374993447767, -99.33004489823131]",4630
3167,"[19.394717011022145, -99.06394165309631]","[19.373907586588626, -98.9863277974932]",1425
3168,"[19.394717011022145, -99.06394165309631]","[19.31523404548342, -98.92532990607914]",2192
3169,"[19.394717011022145, -99.06394165309631]","[19.212677047683112, -99.302143970052]",5172
3170,"[19.394717011022145, -99.06394165309631]","[19.218224670083124, -98.9957387869367]",3511
3171,"[19.394717011022145, -99.06394165309631]","[19.57736498006908, -99.07914036065755]",3870
3172,"[19.394717011022145, -99.06394165309631]","[19.573237731013197, -99.13951920436632]",4313
3173,"[19.394717011022145, -99.06394165309631]","[19.541044713648574, -99.21832894438758]",3120
3174,"[19.394717011022145, -99.06394165309631]","[19.328139833987972, -99.26328027892764]",3639
3175,"[19.394717011022145, -99.06394165309631]","[19.260036669744057, -99.39534166191987]",5043
3176,"[19.394717011022145, -99.06394165309631]","[19.576540463402644, -99.28658210802875]",4662
3177,"[19.394717011022145, -99.06394165309631]","[19.238716305928236, -98.8937882130366]",2374
3178,"[19.394717011022145, -99.06394165309631]","[19.465912208007513, -99.39932426541715]",5262
3179,"[19.394717011022145, -99.06394165309631]","[19.431952396894207, -99.11159226862561]",1473
3180,"[19.394717011022145, -99.06394165309631]","[19.293661871392363, -99.29865490593097]",3898
3181,"[19.394717011022145, -99.06394165309631]","[19.3065061616201, -99.39325293491389]",3748
3182,"[19.394717011022145, -99.06394165309631]","[19.262283454737926, -99.0840595002207]",3163
3183,"[19.394717011022145, -99.06394165309631]","[19.267786613473948, -99.28242028807253]",4314
3184,"[19.394717011022145, -99.06394165309631]","[19.328031981687346, -99.21520730064226]",2465
3185,"[19.394717011022145, -99.06394165309631]","[19.306508838764096, -99.14526157993895]",2162
3186,"[19.394717011022145, -99.06394165309631]","[19.33869584784552, -98.99391380497931]",1483
3187,"[19.394717011022145, -99.06394165309631]","[19.495324153398418, -99.20701076318234]",3032
3188,"[19.394717011022145, -99.06394165309631]","[19.483650773936038, -99.35386434085099]",4374
3189,"[19.394717011022145, -99.06394165309631]","[19.485792124760632, -98.98047408784863]",2630
3190,"[19.394717011022145, -99.06394165309631]","[19.474512134238832, -99.38042490106275]",5081
3191,"[19.394717011022145, -99.06394165309631]","[19.226021457671923, -99.06484388336412]",4047
3192,"[19.533143078706075, -99.24848762553006]","[19.32225543254924, -99.16119649805853]",2332
3193,"[19.533143078706075, -99.24848762553006]","[19.283233143613977, -99.38244708305169]",3848
3194,"[19.533143078706075, -99.24848762553006]","[19.21726790349794, -99.32291114051043]",5199
3195,"[19.533143078706075, -99.24848762553006]","[19.576890751979587, -99.05542416734598]",3182
3196,"[19.533143078706075, -99.24848762553006]","[19.52439810239925, -99.27650785811961]",785
3197,"[19.533143078706075, -99.24848762553006]","[19.224898463487445, -99.24117238947034]",4534
3198,"[19.533143078706075, -99.24848762553006]","[19.34732888152316, -99.26713604804236]",2737
3199,"[19.533143078706075, -99.24848762553006]","[19.28635405427697, -99.01378764315798]",4603
3200,"[19.533143078706075, -99.24848762553006]","[19.53511504704348, -98.97984672757082]",4510
3201,"[19.533143078706075, -99.24848762553006]","[19.250817894650115, -99.25583556469013]",4123
3202,"[19.533143078706075, -99.24848762553006]","[19.43308341504041, -99.33368387654899]",1647
3203,"[19.533143078706075, -99.24848762553006]","[19.38101255009176, -99.19348543899147]",2176
3204,"[19.533143078706075, -99.24848762553006]","[19.40159581833263, -99.13649229548915]",2683
3205,"[19.533143078706075, -99.24848762553006]","[19.299795680691915, -99.19771371374877]",2633
3206,"[19.533143078706075, -99.24848762553006]","[19.373737396301504, -99.21457092202904]",2586
3207,"[19.533143078706075, -99.24848762553006]","[19.33954768146602, -99.37505054799445]",3573
3208,"[19.533143078706075, -99.24848762553006]","[19.468374993447767, -99.33004489823131]",2068
3209,"[19.533143078706075, -99.24848762553006]","[19.373907586588626, -98.9863277974932]",4153
3210,"[19.533143078706075, -99.24848762553006]","[19.31523404548342, -98.92532990607914]",4920
3211,"[19.533143078706075, -99.24848762553006]","[19.212677047683112, -99.302143970052]",5340
3212,"[19.533143078706075, -99.24848762553006]","[19.218224670083124, -98.9957387869367]",6218
3213,"[19.533143078706075, -99.24848762553006]","[19.57736498006908, -99.07914036065755]",3843
3214,"[19.533143078706075, -99.24848762553006]","[19.573237731013197, -99.13951920436632]",3244
3215,"[19.533143078706075, -99.24848762553006]","[19.541044713648574, -99.21832894438758]",927
3216,"[19.533143078706075, -99.24848762553006]","[19.328139833987972, -99.26328027892764]",3637
3217,"[19.533143078706075, -99.24848762553006]","[19.260036669744057, -99.39534166191987]",3912
3218,"[19.533143078706075, -99.24848762553006]","[19.576540463402644, -99.28658210802875]",1953
3219,"[19.533143078706075, -99.24848762553006]","[19.238716305928236, -98.8937882130366]",5102
